암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,허브약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31175,"충청남도 천안시 서북구 충무로 130, 104호 (쌍용동, 환산빌딩)",041-576-6131,2007-04-18 00:00:00,127.1220087,36.7925153
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,현대약국,81,약국,340000,충남,340202,천안동남구,구성동,31192,"충청남도 천안시 동남구 구성1길 1, (구성동, 호경빌딩)",041-551-2462,2016-12-26 00:00:00,127.1600494,36.7945992
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz,혜광약국,81,약국,340000,충남,340201,천안서북구,백석동,31158,"충청남도 천안시 서북구 백석4길 3, (백석동)",041-554-1555,2010-08-02 00:00:00,127.1246053,36.8225714
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,혜민원한약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 178, 202호 (불당동)",041-557-5210,2007-06-13 00:00:00,127.1086065,36.8169717
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,호수약국,81,약국,340000,충남,340202,천안동남구,안서동,31116,"충청남도 천안시 동남구 천호지길 27, 1층 (안서동)",041-554-5886,2017-09-06 00:00:00,127.1732841,36.8360357
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,화신약국,81,약국,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 순천향4길 60, 1층 (봉명동)",041-572-5556,2022-02-15 00:00:00,127.1373576,36.8028947
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,활기찬약국,81,약국,340000,충남,340202,천안동남구,신방동,31205,"충청남도 천안시 동남구 통정11로 61, 1층 101호 (신방동)",041-572-2119,2015-07-16 00:00:00,127.1338518,36.7736712
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,희망약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31154,"충청남도 천안시 서북구 쌍용대로 8, (쌍용동)",041-576-9700,2015-04-20 00:00:00,127.1310484,36.7981661
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDYjJDgz,힐링약국,81,약국,340000,충남,340201,천안서북구,차암동,31085,"충청남도 천안시 서북구 3공단6로 58-5, (차암동)",041-552-4875,2014-11-12 00:00:00,127.1047956,36.8413395
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,힘찬약국,81,약국,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 터미널9길 50, 에이스빌딩 1층 (신부동)",041-551-0414,2019-12-27 00:00:00,127.1579634,36.8228004
